mag_id	original_substrate	substrate_category	specific_substrate	source	completeness	contamination	domain	phylum	class	order	family	genus	species	study_catalog	group
MASTER_WP4_FFoQSI_2__VB03-30__bin.14	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB03-30	96.84684685	1.013513514	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB04-29__bin.3	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB04-29	94.85735736	1.951951952	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB05-25__bin.18	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB05-25	91.8972544	4.10982411	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB05-29__bin.35	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB05-29	95.23273273	1.415701416	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB05-30__bin.40	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB05-30	95.27027027	0.675675676	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB10-30__bin.28	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB10-30	96.20870871	1.276276276	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB11-29__bin.9	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB11-29	96.56531532	1.591591592	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB11-30__bin.13	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB11-30	96.50900901	2.552552553	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS04-28__bin.15	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-28	95.53303303	0.990990991	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS04-29__bin.15	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-29	97.33483483	0.540540541	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_3__VB09-29__bin.34	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB09-29	90.07078507	0.825825826	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_3__VB14-22__bin.12	cheese_brine	dairy	cheese	MASTER_WP4_FFoQSI_3__VB14-22	98.08558559	1.833976834	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
WolfeBE_2014__917_Abondance__bin.8	cheese	dairy	cheese	WolfeBE_2014__917_Abondance	92.56756757	0.675675676	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_1__KM-1G__bin.30	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__KM-1G	93.20570571	0.506756757	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_1__VB-03-BD__bin.16	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-03-BD	93.22447447	2.74024024	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_1__VB-08-M3__bin.14	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-08-M3	92.86786787	0.675675676	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_1__VB12-F-BR__bin.35	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB12-F-BR	95.10135135	1.126126126	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.17	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-16-M15	94.96996997	0.755040755	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.26	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-16-M16	92.19594595	1.051051051	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_3__VB04-30__bin.17	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB04-30	91.7042042	1.866151866	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.42	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-09-AG	94.61336336	0.878378378	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_2__VB06-28__bin.2	cheese	dairy	cheese	MASTER_WP4_FFoQSI_2__VB06-28	98.08558559	1.051051051	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_FFoQSI_3__VB09-30__bin.39	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB09-30	93.1493994	1.081081081	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
WolfeBE_2014__365_Stichelton__bin.6	cheese	dairy	cheese	WolfeBE_2014__365_Stichelton	89.75225225	0.45045045	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
WolfeBE_2014__771_Tarentaise__bin.2	cheese	dairy	cheese	WolfeBE_2014__771_Tarentaise	92.3048048	0.487987988	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
WolfeBE_2014__873_Challerhocker__bin.4	cheese	dairy	cheese	WolfeBE_2014__873_Challerhocker	97.25975976	1.516516517	Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS04-30__bin.23	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-30	94.60026212	0.688073394	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032103__bin.3	cheese	dairy	cheese	BertuzziAS_2018__ERS2032103	97.90301442	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032104__bin.2	cheese	dairy	cheese	BertuzziAS_2018__ERS2032104	95.60943644	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032106__bin.4	cheese	dairy	cheese	BertuzziAS_2018__ERS2032106	96.98558322	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032107__bin.6	cheese	dairy	cheese	BertuzziAS_2018__ERS2032107	97.90301442	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032111__bin.1	cheese	dairy	cheese	BertuzziAS_2018__ERS2032111	97.90301442	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032112__bin.3	cheese	dairy	cheese	BertuzziAS_2018__ERS2032112	97.90301442	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_UNINA_2__O-25.1__bin.9	cheese	dairy	cheese	MASTER_WP4_UNINA_2__O-25.1	93.92747925	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
AlvarezOrdonezA_xxxx__Q01-29__bin.17	cheese	dairy	cheese	AlvarezOrdonezA_xxxx__Q01-29	68.6335008	1.689602446	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS08-30__bin.15	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS08-30	91.81738751	1.162079511	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS08-29__bin.45	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS08-29	99.27916121	0.458715596	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032108__bin.2	cheese	dairy	cheese	BertuzziAS_2018__ERS2032108	97.90301442	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032110__bin.7	cheese	dairy	cheese	BertuzziAS_2018__ERS2032110	92.43119266	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
WalshAM_2020__ERS3466773__bin.7	cheese	dairy	cheese	WalshAM_2020__ERS3466773	94.69200524	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_UNINA_2__V-30__bin.22	cheese	dairy	cheese	MASTER_WP4_UNINA_2__V-30	90.60943644	2.889908257	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS04-28__bin.30	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-28	99.4320664	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS04-29__bin.18	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-29	99.7378768	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_UNINA_1__TA003_71775__bin.15	cheese	dairy	cheese	MASTER_WP4_UNINA_1__TA003_71775	90.81203582	0.152905199	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_UNINA_2__V-29__bin.7	cheese	dairy	cheese	MASTER_WP4_UNINA_2__V-29	85.39536916	1.506116208	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032129__bin.3	cheese	dairy	cheese	BertuzziAS_2018__ERS2032129	95.30362604	0.688073394	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032130__bin.4	cheese	dairy	cheese	BertuzziAS_2018__ERS2032130	94.15683705	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
WalshAM_2020__ERS3466789__bin.3	cheese	dairy	cheese	WalshAM_2020__ERS3466789	59.55803116	0.630733945	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
BertuzziAS_2018__ERS2032128__bin.2	cheese	dairy	cheese	BertuzziAS_2018__ERS2032128	94.38619484	0	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Glutamicibacter	Glutamicibacter_arilaitensis	Carlino2024	Actinobacteria
MASTER_WP4_TEAGASC_1__TGS04-30__bin.6	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-30	93.90093425	2.204007286	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_UNINA_1__FO005_71775__bin.12	cheese	dairy	cheese	MASTER_WP4_UNINA_1__FO005_71775	82.4243607	3.460837887	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-09-M8__bin.66	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-09-M8	94.63960448	4.799635701	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_UNINA_1__PU007_71775__bin.31	cheese	dairy	cheese	MASTER_WP4_UNINA_1__PU007_71775	90.16225563	3.740567265	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
DeFilippisF_xxxx__DF_37__bin.20	cheese	dairy	cheese	DeFilippisF_xxxx__DF_37	64.74217891	1.775956284	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__KM-4G__bin.29	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__KM-4G	52.02945448	2.18579235	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__KM-5G__bin.47	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__KM-5G	52.29566955	3.026163272	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.54	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-05-BD	81.09254134	0.845693469	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-08-M4__bin.22	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-08-M4	87.37373737	3.460837887	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_3__VB02-29__bin.34	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB02-29	89.52641166	4.935660145	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_3__VB02-30__bin.37	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB02-30	92.98488397	4.389212057	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__KM-4D__bin.22	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__KM-4D	58.97996357	2.707401888	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_3__VB15-29__bin.39	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB15-29	73.17850638	1.639344262	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__KM-1D__bin.31	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__KM-1D	52.42648972	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.34	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__RC17-F-AR	78.68852459	0.273224044	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.32	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-09-BD	85.24590164	0.910746812	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-12D__bin.12	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-12D	70.0039032	3.825136612	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-16-M13__bin.1	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-16-M13	95.49180328	1.59794668	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-16-M14__bin.2	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-16-M14	98.36065574	1.366120219	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_TEAGASC_1__TGS04-28__bin.13	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-28	55.63194077	0.136612022	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_TEAGASC_1__TGS04-29__bin.21	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-29	96.72131148	3.278688525	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_3__VB09-29__bin.17	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB09-29	96.53916211	3.857663284	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-16-M15__bin.22	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-16-M15	96.72131148	1.912568306	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.2	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-16-M16	97.81420765	0.819672131	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_1__VB-09-AG__bin.9	cheese	dairy	cheese	MASTER_WP4_FFoQSI_1__VB-09-AG	92.2976841	0.273224044	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_FFoQSI_3__VB09-30__bin.34	cheese	dairy	cheese	MASTER_WP4_FFoQSI_3__VB09-30	94.86456314	2.992453812	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ruoffia	Ruoffia_tabacinasalis	Carlino2024	Firmicutes
MASTER_WP4_TEAGASC_1__TGS04-30__bin.12	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-30	65.51724138	0	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
MASTER_WP4_TEAGASC_1__TGS14-22__bin.8	cheese_brine	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS14-22	99.09505933	0.862068966	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
MASTER_WP4_TEAGASC_1__TGS08-29__bin.24	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS08-29	97.03947368	0.909961686	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
AlvarezOrdonezA_xxxx__Q08-25__bin.9	cheese	dairy	cheese	AlvarezOrdonezA_xxxx__Q08-25	76.15233128	1.772764491	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
MASTER_WP4_TEAGASC_1__TGS04-28__bin.24	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-28	98.8354507	0.862068966	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
MASTER_WP4_TEAGASC_1__TGS04-29__bin.9	cheese	dairy	cheese	MASTER_WP4_TEAGASC_1__TGS04-29	99.85632184	0.862068966	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
MASTER_WP4_UNINA_1__TA012_71775__bin.18	cheese	dairy	cheese	MASTER_WP4_UNINA_1__TA012_71775	71.89270393	2.717313218	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
WolfeBE_2014__679_Raclette__bin.9	cheese	dairy	cheese	WolfeBE_2014__679_Raclette	94.09398601	4.29565047	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_alkaliphila	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_2__P2479__bin.4	cheese	dairy	cheese	MASTER_WP4_CSIC_2__P2479	54.00815217	0.27173913	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_2__P2478__bin.4	cheese	dairy	cheese	MASTER_WP4_CSIC_2__P2478	53.44827586	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_2__P2481__bin.7	cheese	dairy	cheese	MASTER_WP4_CSIC_2__P2481	60.34482759	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_2__P2483__bin.10	cheese	dairy	cheese	MASTER_WP4_CSIC_2__P2483	68.10344828	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_2__P2485__bin.4	cheese	dairy	cheese	MASTER_WP4_CSIC_2__P2485	77.86047446	1.335346806	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_1__P2224_73323__bin.3	cheese	dairy	cheese	MASTER_WP4_CSIC_1__P2224_73323	54.31034483	3.448275862	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
AlvarezOrdonezA_xxxx__C02-19__bin.3	meat	meat	meat	AlvarezOrdonezA_xxxx__C02-19	74.13793103	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_1__P2201_73323__bin.3	milk	dairy	milk	MASTER_WP4_CSIC_1__P2201_73323	96.26358696	0.728754941	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_FFoQSI_2__VB08-20__bin.3	milk	dairy	milk	MASTER_WP4_FFoQSI_2__VB08-20	75	1.724137931	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_2__P2476__bin.1	milk	dairy	milk	MASTER_WP4_CSIC_2__P2476	98.70923913	0.749341238	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_lactis	Carlino2024	Proteobacteria
MASTER_WP4_CSIC_2__P2614__bin.25	cheese	dairy	cheese	MASTER_WP4_CSIC_2__P2614	66.08333333	1.111111111	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_saprophyticus	Carlino2024	Firmicutes
